YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END
2001,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.18063279,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
2000,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.26215262,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1999,Summer_Benthic_Invertebrate_Density_SEBS_Survey,4.772254419,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1998,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.260960555,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1997,Summer_Benthic_Invertebrate_Density_SEBS_Survey,8.229652722,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1996,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.425965116,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1995,Summer_Benthic_Invertebrate_Density_SEBS_Survey,7.392619192,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1994,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.005405858,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1993,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.300812224,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1992,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.675661658,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1991,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.729969781,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1990,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.855496067,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1989,Summer_Benthic_Invertebrate_Density_SEBS_Survey,6.517825287,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1988,Summer_Benthic_Invertebrate_Density_SEBS_Survey,7.357300012,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1987,Summer_Benthic_Invertebrate_Density_SEBS_Survey,5.336081177,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1986,Summer_Benthic_Invertebrate_Density_SEBS_Survey,3.058854919,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1985,Summer_Benthic_Invertebrate_Density_SEBS_Survey,2.347123735,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1984,Summer_Benthic_Invertebrate_Density_SEBS_Survey,5.503893504,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1983,Summer_Benthic_Invertebrate_Density_SEBS_Survey,4.045529187,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
1982,Summer_Benthic_Invertebrate_Density_SEBS_Survey,4.030993864,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Benthic_Invertebrate_Density_SEBS_Survey,Combined catch per unit of effort of benthic invertebrate prey items on the EBS bottom trawl survey,Ecosystem,Lower Trophic,Erin Fedewa,Adhoc,N,Eastern Bering Sea,TBD,"Food availability may drive patterns in growth, energetic condition and survival of snow crab",NA,N,"Species included in the benthic invertebrate biomass indicator (i.e. brittle stars, sea stars, sea cucumber, bivalves, non-commercial crab species, shrimp and polychaetes) are important prey sources for snow crab. Biomass estimates were determined from the EBS bottom trawl survey catch data for southeastern Bering Sea.",BS Snow Crab,2022,2022,NA,NA,1,1,"1,000 mt",5,NA,NA,NA
2023,Summer_Cold_Pool_SEBS_Survey,48922,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Cold_Pool_SEBS_Survey,The areal extent of EBS bottom trawl survey stations with bottom temperatures < 2 degrees C,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,TBD,"The cold pool provides predator refuge for juvenile snow crab and cold water habitat availability (< 2°C) has been proposed as a critical recruitment bottleneck (Dionne et al., 2003; Parada et al., 2010)","Dionne et al., 2003; Parada et al., 2010",N,The areal extent of EBS bottom trawl survey stations with bottom temperatures < 2 degrees C,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,2,NA,NA,NA
2022,Summer_Cold_Pool_SEBS_Survey,49724,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Cold_Pool_SEBS_Survey,The areal extent of EBS bottom trawl survey stations with bottom temperatures < 2 degrees C,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,TBD,"The cold pool provides predator refuge for juvenile snow crab and cold water habitat availability (< 2°C) has been proposed as a critical recruitment bottleneck (Dionne et al., 2003; Parada et al., 2010)","Dionne et al., 2003; Parada et al., 2010",N,The areal extent of EBS bottom trawl survey stations with bottom temperatures < 2 degrees C,BS Snow Crab,2022,2022,NA,NA,1,1,Nmi^2,2,NA,NA,NA
